id,title,company,description,required_skills,nice_to_have_skills,location,mode,duration,stipend,eligibility,openings,apply_link,is_active,category,domain,application_count,view_count,posted_by,created_at,updated_at
8e267edd-af75-4c8b-8f7d-2a65d1e34e1e,Software Engineering Intern,Manulife,"Work on developing, testing, and maintaining full-stack web applications and services. This internship program is hosted by Manulife via their career portal.","[""JavaScript"",""React"",""Node.js"",""TypeScript"",""Python"",""SQL"",""Git""]",[],On-site,onsite,6 months,Paid,,1,https://careers.manulife.com,true,Tech,[],0,0,,2026-06-25 06:45:37.732256+00,2026-06-25 06:45:37.732256+00
8e83befc-bdf2-4601-948a-8792aa65b7f5,Software Engineering Intern,Mercedes-Benz,"Work on developing, testing, and maintaining full-stack web applications and services. This internship program is hosted by Mercedes-Benz via their career portal.","[""JavaScript"",""React"",""Node.js"",""TypeScript"",""Python"",""SQL"",""Git""]",[],Hybrid,onsite,6 months,Paid,,1,https://group.mercedes-benz.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
8ea543d4-e5f4-4bed-9546-08333ae1caf3,Backend Engineer Intern,Schneider Electric,"Design and implement scalable backend APIs, database schemas, and microservices. This internship program is hosted by Schneider Electric via their career portal.","[""Node.js"",""Express"",""PostgreSQL"",""MongoDB"",""Python"",""Docker"",""REST APIs"",""Git""]",[],On-site,onsite,6 months,Paid,,1,https://se.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
8edcf83a-41c1-40cd-9e3d-1109b7d190f5,Data Analyst Intern,Siemens Gamesa,Analyze complex datasets to generate actionable insights and reports for business stakeholders. This internship program is hosted by Siemens Gamesa via their career portal.,"[""Python"",""SQL"",""Excel"",""Data Analysis"",""Tableau"",""Power BI""]",[],Remote,onsite,3 months,Paid,,1,https://siemensgamesa.com/en-int/explore/careers,true,Data,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
8f566bba-295f-446f-8c56-41e18e72d829,Data Analyst Intern,CrowdStrike,Analyze complex datasets to generate actionable insights and reports for business stakeholders. This internship program is hosted by CrowdStrike via their career portal.,"[""Python"",""SQL"",""Excel"",""Data Analysis"",""Tableau"",""Power BI""]",[],Remote,onsite,6 months,Paid,,1,https://crowdstrike.jobs,true,Data,[],0,0,,2026-06-25 06:45:36.580703+00,2026-06-25 06:45:36.580703+00
8f98d6ad-fadb-4974-8196-f19d4d77e4d3,Frontend Developer Intern,SMBC,"Focus on building responsive, interactive, and beautiful user interfaces. This internship program is hosted by SMBC via their career portal.","[""JavaScript"",""React"",""TypeScript"",""HTML"",""CSS"",""Tailwind"",""Git""]",[],On-site,onsite,6 months,Paid,,1,https://smbcgroup.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:37.732256+00,2026-06-25 06:45:37.732256+00
90272de7-192f-4e27-9122-94e5e6f07dcb,Machine Learning Intern,Illumina,"Build, train, and evaluate machine learning models for predictive analytics. This internship program is hosted by Illumina via their career portal.","[""Python"",""PyTorch"",""TensorFlow"",""Scikit-Learn"",""Machine Learning"",""Data Analysis""]",[],On-site,onsite,6 months,Paid,,1,https://illumina.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:38.622467+00,2026-06-25 06:45:38.622467+00
903c9f2f-d5df-4896-add1-2b29c56e9833,Backend Engineer Intern,Korn Ferry,"Design and implement scalable backend APIs, database schemas, and microservices. This internship program is hosted by Korn Ferry via their career portal.","[""Node.js"",""Express"",""PostgreSQL"",""MongoDB"",""Python"",""Docker"",""REST APIs"",""Git""]",[],Hybrid,onsite,3 months,Paid,,1,https://kornferry.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
90f403a3-4347-4489-8c33-a21a31ffee1b,Cybersecurity Analyst Intern,Uber Freight,"Assist in monitoring, detecting, and responding to security incidents and vulnerabilities. This internship program is hosted by Uber Freight via their career portal.","[""Networking"",""Cybersecurity"",""Linux"",""Python"",""Docker"",""Cryptography""]",[],Remote,onsite,6 months,Paid,,1,https://uber.com/careers,true,Security,[],0,0,,2026-06-25 06:45:39.539037+00,2026-06-25 06:45:39.539037+00
928bfed3-76ac-4945-a898-bdf3c285f88b,Business Analyst Intern,Bain & Company,"Gather and document business requirements, analyzing processes to optimize efficiency. This internship program is hosted by Bain & Company via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Excel"",""Data Analysis""]",[],Hybrid,onsite,6 months,Paid,,1,https://www.bain.com/careers/students,true,Business,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
928caccc-8d54-401e-b3a6-6bb572b7ca69,Data Analyst Intern,AstraZeneca,Analyze complex datasets to generate actionable insights and reports for business stakeholders. This internship program is hosted by AstraZeneca via their career portal.,"[""Python"",""SQL"",""Excel"",""Data Analysis"",""Tableau"",""Power BI""]",[],Remote,onsite,6 months,Paid,,1,https://careers.astrazeneca.com,true,Data,[],0,0,,2026-06-25 06:45:38.622467+00,2026-06-25 06:45:38.622467+00
92d5cf8c-4d22-4d7b-82e8-6e6ec13f2c11,Frontend Developer Intern,Magna International,"Focus on building responsive, interactive, and beautiful user interfaces. This internship program is hosted by Magna International via their career portal.","[""JavaScript"",""React"",""TypeScript"",""HTML"",""CSS"",""Tailwind"",""Git""]",[],Remote,onsite,6 months,Paid,,1,https://magna.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
9391b8be-1216-4aba-93c9-312fb26c15e6,Software Engineering Intern,Labcorp,"Work on developing, testing, and maintaining full-stack web applications and services. This internship program is hosted by Labcorp via their career portal.","[""JavaScript"",""React"",""Node.js"",""TypeScript"",""Python"",""SQL"",""Git""]",[],Hybrid,onsite,6 months,Paid,,1,https://labcorp.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:38.622467+00,2026-06-25 06:45:38.622467+00
940c2a42-54aa-4668-81f3-6eaf72e46472,Product Management Intern,Lyft,"Collaborate with engineering, design, and marketing to define product roadmaps and features. This internship program is hosted by Lyft via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Product Strategy""]",[],On-site,onsite,6 months,Paid,,1,https://lyft.com/careers,true,Business,[],0,0,,2026-06-25 06:45:36.580703+00,2026-06-25 06:45:36.580703+00
946a3378-3991-44c9-ba4a-94d082ef8152,Product Management Intern,Fresenius,"Collaborate with engineering, design, and marketing to define product roadmaps and features. This internship program is hosted by Fresenius via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Product Strategy""]",[],Hybrid,onsite,3 months,Paid,,1,https://fresenius.com/careers,true,Business,[],0,0,,2026-06-25 06:45:38.622467+00,2026-06-25 06:45:38.622467+00
946b4b74-d741-44fb-89c8-00a993ab7875,Backend Engineer Intern,Snowflake,"Design and implement scalable backend APIs, database schemas, and microservices. This internship program is hosted by Snowflake via their career portal.","[""Node.js"",""Express"",""PostgreSQL"",""MongoDB"",""Python"",""Docker"",""REST APIs"",""Git""]",[],Remote,onsite,6 months,Paid,,1,https://www.snowflake.com/careers/students,true,Tech,[],0,0,,2026-06-25 06:45:36.580703+00,2026-06-25 06:45:36.580703+00
952310a7-38f3-447c-90e9-9cfccc93598a,Machine Learning Intern,DHL,"Build, train, and evaluate machine learning models for predictive analytics. This internship program is hosted by DHL via their career portal.","[""Python"",""PyTorch"",""TensorFlow"",""Scikit-Learn"",""Machine Learning"",""Data Analysis""]",[],Hybrid,onsite,6 months,Paid,,1,https://dpdhl.jobs,true,Tech,[],0,0,,2026-06-25 06:45:39.539037+00,2026-06-25 06:45:39.539037+00
95e470e7-1410-43a3-a56f-82a68e6fbc84,Backend Engineer Intern,Estee Lauder,"Design and implement scalable backend APIs, database schemas, and microservices. This internship program is hosted by Estee Lauder via their career portal.","[""Node.js"",""Express"",""PostgreSQL"",""MongoDB"",""Python"",""Docker"",""REST APIs"",""Git""]",[],Hybrid,onsite,3 months,Paid,,1,https://elcompanies.com/en/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.539037+00,2026-06-25 06:45:39.539037+00
9663076a-b54d-448b-acc6-ac0736db4bb9,Frontend Developer Intern,Mondelez,"Focus on building responsive, interactive, and beautiful user interfaces. This internship program is hosted by Mondelez via their career portal.","[""JavaScript"",""React"",""TypeScript"",""HTML"",""CSS"",""Tailwind"",""Git""]",[],Hybrid,onsite,6 months,Paid,,1,https://mondelezinternational.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.539037+00,2026-06-25 06:45:39.539037+00
968f3a61-e53f-45aa-a3da-d0b819b4e283,Product Management Intern,Equinor,"Collaborate with engineering, design, and marketing to define product roadmaps and features. This internship program is hosted by Equinor via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Product Strategy""]",[],Remote,onsite,6 months,Paid,,1,https://equinor.com/careers,true,Business,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
977fb9d7-af9a-4c98-b1f3-f71f18134a99,Data Analyst Intern,Roche,Analyze complex datasets to generate actionable insights and reports for business stakeholders. This internship program is hosted by Roche via their career portal.,"[""Python"",""SQL"",""Excel"",""Data Analysis"",""Tableau"",""Power BI""]",[],Hybrid,onsite,6 months,Paid,,1,https://careers.roche.com,true,Data,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
9813a769-7325-4fda-b183-c52280d0c564,Business Analyst Intern,Roland Berger,"Gather and document business requirements, analyzing processes to optimize efficiency. This internship program is hosted by Roland Berger via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Excel"",""Data Analysis""]",[],Hybrid,onsite,3 months,Paid,,1,https://rolandberger.com/careers,true,Business,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
983ab528-4f6a-411d-b4b5-5ecf9d10aeea,Business Analyst Intern,ZF Friedrichshafen,"Gather and document business requirements, analyzing processes to optimize efficiency. This internship program is hosted by ZF Friedrichshafen via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Excel"",""Data Analysis""]",[],On-site,onsite,3 months,Paid,,1,https://zf.com/careers,true,Business,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
988ac4b3-de33-4882-9ee1-e0c29a9d809b,Machine Learning Intern,Stellantis,"Build, train, and evaluate machine learning models for predictive analytics. This internship program is hosted by Stellantis via their career portal.","[""Python"",""PyTorch"",""TensorFlow"",""Scikit-Learn"",""Machine Learning"",""Data Analysis""]",[],On-site,onsite,3 months,Paid,,1,https://stellantis.com/en/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
98ef18f2-469f-408e-815c-53b52e255234,Data Analyst Intern,UnitedHealth,Analyze complex datasets to generate actionable insights and reports for business stakeholders. This internship program is hosted by UnitedHealth via their career portal.,"[""Python"",""SQL"",""Excel"",""Data Analysis"",""Tableau"",""Power BI""]",[],Hybrid,onsite,3 months,Paid,,1,https://careers.unitedhealthgroup.com,true,Data,[],0,0,,2026-06-25 06:45:38.622467+00,2026-06-25 06:45:38.622467+00
99086856-6047-4b59-a566-883f1ab3f044,Business Analyst Intern,Russell Reynolds,"Gather and document business requirements, analyzing processes to optimize efficiency. This internship program is hosted by Russell Reynolds via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Excel"",""Data Analysis""]",[],Hybrid,onsite,3 months,Paid,,1,https://russellreynolds.com/careers,true,Business,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
9949bd14-aeea-4ed4-b48c-d28ee11c1229,Business Analyst Intern,Hershey's,"Gather and document business requirements, analyzing processes to optimize efficiency. This internship program is hosted by Hershey's via their career portal.","[""Problem Solving"",""Communication"",""Collaboration"",""Agile"",""Excel"",""Data Analysis""]",[],Remote,onsite,3 months,Paid,,1,https://thehersheycompany.com/careers,true,Business,[],0,0,,2026-06-25 06:45:39.539037+00,2026-06-25 06:45:39.539037+00
9949f7ab-bc8f-44f5-b2e4-31610d2de079,Backend Engineer Intern,Concentrix,"Design and implement scalable backend APIs, database schemas, and microservices. This internship program is hosted by Concentrix via their career portal.","[""Node.js"",""Express"",""PostgreSQL"",""MongoDB"",""Python"",""Docker"",""REST APIs"",""Git""]",[],Hybrid,onsite,3 months,Paid,,1,https://concentrix.com/careers,true,Tech,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
9b10b7a8-6309-4e2f-957f-939d9d77883d,Data Analyst Intern,Pfizer,Analyze complex datasets to generate actionable insights and reports for business stakeholders. This internship program is hosted by Pfizer via their career portal.,"[""Python"",""SQL"",""Excel"",""Data Analysis"",""Tableau"",""Power BI""]",[],Remote,onsite,3 months,Paid,,1,https://pfizer.com/careers,true,Data,[],0,0,,2026-06-25 06:45:38.148512+00,2026-06-25 06:45:38.148512+00
9b642d37-71cc-4839-9df8-11433b781895,Frontend Developer Intern,Goldwind,"Focus on building responsive, interactive, and beautiful user interfaces. This internship program is hosted by Goldwind via their career portal.","[""JavaScript"",""React"",""TypeScript"",""HTML"",""CSS"",""Tailwind"",""Git""]",[],Hybrid,onsite,3 months,Paid,,1,https://goldwind.com/en/careers,true,Tech,[],0,0,,2026-06-25 06:45:39.146309+00,2026-06-25 06:45:39.146309+00
